epoch,loss,acc
1,4.74812126159668,0.0373418889939785
2,4.5365495681762695,0.0315522700548172
3,4.5113325119018555,0.03025018610060215
4,4.48876428604126,0.029296875
5,4.462456703186035,0.042015440762043
6,4.280521392822266,0.063918337225914
7,4.075151443481445,0.0759858638048172
8,3.8520126342773438,0.1040969118475914
9,3.6507084369659424,0.1382533460855484
10,3.450467824935913,0.1894298791885376
11,3.2783267498016357,0.2238420695066452
12,3.127769947052002,0.2577427327632904
13,3.0158190727233887,0.274716317653656
14,2.9083709716796875,0.2951311469078064
15,2.8072333335876465,0.3096168041229248
16,2.7178194522857666,0.3270089328289032
17,2.636928081512451,0.3397274911403656
18,2.564197063446045,0.3510277271270752
19,2.5126492977142334,0.359188973903656
20,2.4456372261047363,0.3693498969078064
21,2.377012252807617,0.3856724202632904
22,2.317702293395996,0.4004371166229248
23,2.2527852058410645,0.4144810140132904
24,2.1879069805145264,0.4272228479385376
25,2.1215691566467285,0.4423363208770752
26,2.0745480060577393,0.4518926739692688
27,2.0221118927001953,0.463774174451828
28,1.970343828201294,0.472470223903656
29,1.917493224143982,0.4860491156578064
30,1.8706679344177246,0.4979306161403656
31,1.8249022960662842,0.5075799822807312
32,1.7667042016983032,0.5202288031578064
33,1.7250983715057373,0.533086895942688
34,1.674162745475769,0.547479510307312
35,1.6256376504898071,0.5567336082458496
36,1.5988324880599976,0.5632440447807312
37,1.5615265369415283,0.5761021375656128
38,1.5193192958831787,0.5871698260307312
39,1.4810926914215088,0.598516583442688
40,1.4441391229629517,0.607305645942688
41,1.41144597530365,0.6122581958770752
42,1.371948480606079,0.6228840947151184
43,1.338857889175415,0.632510244846344
44,1.3165944814682007,0.637323260307312
45,1.289166808128357,0.6440662145614624
46,1.2437454462051392,0.6564592719078064
47,1.212149977684021,0.6640857458114624
48,1.1918268203735352,0.6678292155265808
49,1.1648544073104858,0.6743396520614624
50,1.13483464717865,0.6861746907234192
51,1.1104329824447632,0.690545916557312
52,1.0870808362960815,0.696963369846344
53,1.0633126497268677,0.7030552625656128
54,1.0359854698181152,0.7092168927192688
55,1.0171663761138916,0.7143787145614624
56,0.9883412718772888,0.7216796875
57,0.9752553105354309,0.725702166557312
58,0.9545882940292358,0.732421875
59,0.9266161918640137,0.739071786403656
60,0.9028463959693909,0.7434895634651184
61,0.8867445588111877,0.7497209906578064
62,0.8687962293624878,0.7553943395614624
63,0.8475919365882874,0.7609979510307312
64,0.8290448188781738,0.763974130153656
65,0.8114697337150574,0.770205557346344
66,0.7951800227165222,0.773251473903656
67,0.7746596336364746,0.780087411403656
68,0.7660057544708252,0.7819010615348816
69,0.745137631893158,0.7867838740348816
70,0.7247869968414307,0.7935965657234192
71,0.7096216678619385,0.7979910969734192
72,0.692034125328064,0.8021531105041504
73,0.6716890335083008,0.806524395942688
74,0.6613653302192688,0.8121744990348816
75,0.662990927696228,0.8105003833770752
76,0.6523579359054565,0.813360333442688
77,0.6377381682395935,0.81591796875
78,0.6193997263908386,0.8216378092765808
79,0.6089142560958862,0.8261486291885376
80,0.5889328718185425,0.8289387822151184
81,0.5888704657554626,0.8303106427192688
82,0.5749289989471436,0.8332635760307312
83,0.5635937452316284,0.8388206958770752
84,0.5520435571670532,0.840029776096344
85,0.5424214005470276,0.8430059552192688
86,0.5330153703689575,0.8457496166229248
87,0.5216326713562012,0.850957989692688
88,0.5167217254638672,0.8508417010307312
89,0.5067402124404907,0.8509114384651184
90,0.49139881134033203,0.8583287000656128
91,0.4850723147392273,0.859747052192688
92,0.4808281362056732,0.860653817653656
93,0.472434401512146,0.8622581958770752
94,0.46293503046035767,0.8645368218421936
95,0.45277196168899536,0.8675827980041504
96,0.4407602548599243,0.8701869249343872
97,0.43351227045059204,0.873046875
98,0.42502838373184204,0.8764183521270752
99,0.4208679795265198,0.8755115270614624
100,0.41276809573173523,0.8783714771270752
